employerid,employername,jobid,jobtitle,locationname,yearlyminimumsalary,yearlymaximumsalary,dateposted,expirationdate,joburl,fulltime,contracttype,jobdescription,applicationcount,skills_list,daysremaining
677966,Isio,56046437,Senior Pensions Project Analyst,Glasgow,,,10/11/2025,2025-12-22,https://www.reed.co.uk/jobs/senior-pensions-project-analyst/56046437,Full time,Permanent," Senior Pensions Project Analyst We are seeking a Senior pensions project administrator/analyst to work in our newly created specialist Administration Project Implementations Team. You will be responsible for the delivery and technical aspects of administration projects. The types of projects you may be asked to work on will include, but is not limited to, the following: GMP reconciliation projects; GMP Equalisation projects; benefit analysis and rectification work; De-risking activity including projects relating to insurance  transactions; individual technical or high priority cases; data work; CETV Top Up Exercises and No Further Liability exercises. This role can be based in our Leeds, Manchester, Edinburgh, Glasgow, Belfast, Reading, Birmingham, Bristol or Croydon offices with a hybrid workstyle. What does the role entail?  Project Delivery: Involvement in the planning, execution, and monitoring of pension administration projects, ensuring they are completed on time and within budget.Data Analysis: Perform data analysis and validation to ensure the accuracy and integrity of pension data. Identify and resolve discrepancies under supervision.Reporting: Prepare regular project status reports and maintenance of project trackers, highlighting key milestones, risks, and issues. Provide recommendations for improvement where necessary.Compliance: Ensure all project activities comply with relevant regulations, industry standards, and internal policies. Stay updated on changes in pension legislation and best practices.Stakeholder Management: Collaborate with internal and external stakeholders, including clients, team members, and third-party providers, to ensure effective communication and project delivery.Process Improvement: Identify opportunities for process improvements and efficiencies within pension administration projects. Implement best practices and innovative solutions to enhance service delivery.Documentation: Maintain comprehensive project documentation, including project plans, risk registers, and issue logs. Ensure all documentation is accurate, up-to-date, and easily accessible.Training and Support: Provide support to team members and clients on project-related activities and pension administration processes. What we’re looking for  Demonstrable experience of delivering and taking responsibility of managing administration services to Defined Benefit pension schemes.Demonstrable experience working on and delivering bulk projects including GMP, Data Rectification or De-risking.Experience being responsible for supporting and assisting junior staff members.Strong analytical and problem-solving skills, with a keen eye for detail.Excellent communication and interpersonal skills, with the ability to build and maintain effective relationships with stakeholders.Strong organisational and time management skills, with the ability to manage multiple tasks simultaneously.Experience of working in a third-party administration environment.Proficiency in MS Office Suite, particularly excel.Willingness to learn and develop in the field of pensions administration.Technical pensions and legislative knowledge and understanding would be advantageous. What you can expect in return  A competitive salary and market leading bonus scheme with stretch targets for high performanceStudy support to help you achieve professional qualifications, with salary increases for exam passesDevelopment and training opportunities to support your career ambitions throughout your time with usA friendly, and supportive team who will help you to deliver your best work You can find out more about us and the benefits we offer on our careers website. What’s next? Click on the 'apply’ and follow the simple application process on-line. At Isio, we are committed to fostering an inclusive, equitable and diverse workplace, in which our colleagues feel they belong, regardless of background or difference. We uphold the values of respect, fairness, and inclusion in our actions and decisions.  We believe that by adhering to these principles, we will create a stronger, more innovative, and supportive environment for all, as well as ensuring that the advice and support we provide to our clients is more creative, more insightful and leaves a lasting  impact. We have offices across the UK and many of our roles offer a hybrid, flexible approach to work to help create a work-life balance that works for you. Isio Group is an equal opportunities employer and we welcome applications from all suitably qualified candidates.  If you think you may require a reasonable adjustment to be made for any reason at any stage of your recruitment process, please ask. ",4,Excel,24
677966,Isio,56055705,Senior Pensions Project Analyst,Bristol,,,11/11/2025,2025-12-23,https://www.reed.co.uk/jobs/senior-pensions-project-analyst/56055705,Full time,Permanent," Senior Pensions Project Analyst We are seeking a Senior pensions project administrator/analyst to work in our newly created specialist Administration Project Implementations Team. You will be responsible for the delivery and technical aspects of administration projects. The types of projects you may be asked to work on will include, but is not limited to, the following: GMP reconciliation projects; GMP Equalisation projects; benefit analysis and rectification work; De-risking activity including projects relating to insurance  transactions; individual technical or high priority cases; data work; CETV Top Up Exercises and No Further Liability exercises. This role can be based in our Leeds, Manchester, Edinburgh, Glasgow, Belfast, Reading, Birmingham, Bristol or Croydon offices with a hybrid workstyle. What does the role entail?  Project Delivery: Involvement in the planning, execution, and monitoring of pension administration projects, ensuring they are completed on time and within budget.Data Analysis: Perform data analysis and validation to ensure the accuracy and integrity of pension data. Identify and resolve discrepancies under supervision.Reporting: Prepare regular project status reports and maintenance of project trackers, highlighting key milestones, risks, and issues. Provide recommendations for improvement where necessary.Compliance: Ensure all project activities comply with relevant regulations, industry standards, and internal policies. Stay updated on changes in pension legislation and best practices.Stakeholder Management: Collaborate with internal and external stakeholders, including clients, team members, and third-party providers, to ensure effective communication and project delivery.Process Improvement: Identify opportunities for process improvements and efficiencies within pension administration projects. Implement best practices and innovative solutions to enhance service delivery.Documentation: Maintain comprehensive project documentation, including project plans, risk registers, and issue logs. Ensure all documentation is accurate, up-to-date, and easily accessible.Training and Support: Provide support to team members and clients on project-related activities and pension administration processes. What we’re looking for  Demonstrable experience of delivering and taking responsibility of managing administration services to Defined Benefit pension schemes.Demonstrable experience working on and delivering bulk projects including GMP, Data Rectification or De-risking.Experience being responsible for supporting and assisting junior staff members.Strong analytical and problem-solving skills, with a keen eye for detail.Excellent communication and interpersonal skills, with the ability to build and maintain effective relationships with stakeholders.Strong organisational and time management skills, with the ability to manage multiple tasks simultaneously.Experience of working in a third-party administration environment.Proficiency in MS Office Suite, particularly excel.Willingness to learn and develop in the field of pensions administration.Technical pensions and legislative knowledge and understanding would be advantageous. What you can expect in return  A competitive salary and market leading bonus scheme with stretch targets for high performanceStudy support to help you achieve professional qualifications, with salary increases for exam passesDevelopment and training opportunities to support your career ambitions throughout your time with usA friendly, and supportive team who will help you to deliver your best work You can find out more about us and the benefits we offer on our careers website. What’s next? Click on the 'apply’ and follow the simple application process on-line. At Isio, we are committed to fostering an inclusive, equitable and diverse workplace, in which our colleagues feel they belong, regardless of background or difference. We uphold the values of respect, fairness, and inclusion in our actions and decisions.  We believe that by adhering to these principles, we will create a stronger, more innovative, and supportive environment for all, as well as ensuring that the advice and support we provide to our clients is more creative, more insightful and leaves a lasting  impact. We have offices across the UK and many of our roles offer a hybrid, flexible approach to work to help create a work-life balance that works for you. Isio Group is an equal opportunities employer and we welcome applications from all suitably qualified candidates.  If you think you may require a reasonable adjustment to be made for any reason at any stage of your recruitment process, please ask. ",1,Excel,25
423247,Accenture,55921628,Endur Trading Business Analyst,London,,,14/10/2025,2025-12-22,https://www.reed.co.uk/jobs/endur-trading-business-analyst/55921628,Full time,Permanent," Job Role: Endur Trading Business Analyst Location: London (with adhoc travel) Career Level: Level 7 (Manager)  Salary: Competitive, plus benefits.  Company Background Accenture as a leading global professional services company, providing a broad range of services in strategy and consulting, interactive, technology and operations, with digital capabilities across all of these services. We combine unmatched experience  and specialized capabilities across more than 40 industries – powered by the world’s largest network of Advanced Technology and Intelligent Operations centres. With 650,000+ people serving clients in more than 120 countries, Accenture brings continuous innovation  to help clients improve their performance and create lasting value across their enterprises. Visit us at www.accenture.com. We believe in inclusion and diversity and supporting the whole person. Our core values comprise of Stewardship, Best People, Client Value Creation, One Global Network, Respect for the Individual and Integrity. Year after year, Accenture is recognized worldwide  not just for business performance but for inclusion and diversity too. “Across the globe, one thing is universally true of the people of Accenture: We care deeply about what we do and the impact we have with our clients and with the communities in which we work and live. It is personal to all of us.” – Julie Sweet, Accenture CEO Accenture is a company that will allow you to learn, grow and advance in an innovative culture that flourishes with shared success, innovative ways of thinking and enables boundaryless opportunities that can drive your career in new and exciting ways. We are seeking an experienced Trading Business Analyst to join our team and support energy and commodities trading firms in optimizing the Endur trading platform. You will work closely with traders, risk managers, and IT teams to enhance the efficiency and effectiveness of the platform in trading, risk management, and back-office operations In this role you will be:   Analyzing business requirements  Configuring Endur functionalities and identify system improvements  Troubleshooting issues related to trading workflows  Ensure data integrity and facilitate user training  enerate and present reports to key stakeholders  ",36,,24
692053,UBL UK (United National Bank Limited),56087976,Junior PMO Analyst,Mayfair,,,18/11/2025,2025-12-30,https://www.reed.co.uk/jobs/junior-pmo-analyst/56087976,Full time,Permanent," We are currently looking for a Junior PMO Analyst to join our vibrant and busy team in Mayfair, a centre of innovation and excellence in banking and finance. This is your chance to be part of a forward-thinking organisation that values dedication and professional  development. Hours of Work: full time As a Junior PMO Analyst, you will support project teams by collecting, organising, and maintaining project data. You will assist with preparing reports, tracking milestones, and ensuring smooth communication across departments. Your attention to detail and  organisational skills will be essential in supporting our core banking transformation project and various other initiatives. Junior PMO Analyst Requirements:  Strong organisational and administrative skills with a keen eye for detailExcellent communication abilities and stakeholder coordinationProficient in using project management tools and document repositoriesAbility to work proactively, independently, and as part of a teamExperience in a fast-paced environment, with multitasking and prioritisation skills Junior PMO Analyst Benefits:  x4 Life AssurancePension (10% employer contribution)Private Medical InsuranceIncome ProtectionCritical Illness CoverCompany Car SchemeSeason Ticket LoanGym Membership (Wellhub)Cycle2WorkEAP Meet the Organisation: Who We Are and What We Do We are a leading organisation within the banking and finance industry, committed to delivering innovative solutions and exceptional service. Our team is diverse, driven, and dedicated to continuous improvement, creating a vibrant workplace where your talents  can flourish and make a real impact. If you think you are suitable for this Junior PMO Analyst role and are ready to embark on an exciting career journey, don’t wait — APPLY NOW!  ",140,,32
421837,Holland & Barrett International Limited,56005245,Senior Performance Marketing Analyst,London,,,31/10/2025,2025-12-31,https://www.reed.co.uk/jobs/senior-performance-marketing-analyst/56005245,Full time,Permanent," About Holland & Barrett At Holland & Barrett, we're on a mission to make wellness accessible to everyone. With 150 years of experience and a growing global reach, we're transforming from a trusted retailer into the world's leading wellness partner. Our Analytics organisation is structured into five verticals: four embedded analytics areas aligned to key business functions, and a central Business Intelligence team focused on cross-functional reporting and performance enablement. Together with our Data  Engineering and Data Science colleagues, we make data a strategic lever to achieve H&B's goals. As aSenior Performance Marketing Analyst, you'll be part of our Omnichannel Analytics team — working closely with Digital Marketing and Trading to measure, optimise, and elevate the performance of our campaigns across paid search, social, display, affiliates,  and CRM. Your insights will shape smarter marketing investments, enhance customer acquisition and retention, and drive meaningful growth across our digital channels. Key Responsibilities Key Responsibilities  Analyse campaign performance across paid search, social, affiliates, display, and CRM to uncover growth opportunities.Build dashboards and reporting in Metabase to track spend, conversion, ROAS, CAC, and lifetime value.Provide data-led recommendations to optimise channel mix, creative performance, and audience targeting.Partner with marketing and product teams to embed analytics into campaign planning and decision-making.Write efficient SQL to analyse large marketing and behavioural datasets.Support forecasting and budgeting with scenario modelling and performance projections.Collaborate with BI, CRM, and product teams to deliver cross-channel measurement solutions. Location: This is a hybrid role based in London, with the requirement to be in the office at least two days per week. Key Requirements About You  Proficient in SQL, with experience querying and transforming large datasets across marketing, sales, and customer data sources.Comfortable working with modern data stacks, ideally including Redshift, BigQuery, Matillion, Metabase, and Retool.Strong grasp of performance marketing metrics such as ROAS, CAC, CTR, CPM, and attribution models.Experienced in building dashboards and visualisations that enable data-driven decision-making.Skilled at turning complex insights into clear, actionable recommendations for marketing and trading teams.Background in ecommerce, retail media, or D2C analytics, with 3–7 years' experience in marketing or digital analytics roles.Curious, collaborative, and commercially minded — confident working cross-functionally to drive measurable business impact. What we Offer: What we offer: Wellbeing & Lifestyle Benefits   Health Cash Plan  Life AssuranceIncentive Scheme - Based on company & personal performanceVirtual GP Private Medical careFREE at-home blood test kit Holiday Purchase option Pension Contribution schemeAccess to ‘Wellhub' with gyms, studios and wellbeing apps  Discounts & Savings   25% Colleague Discount with FREE Next Day Delivery Exclusive Discounts from a wide range of partners £/€50 Annual Product Allowance to spend in store  Learning & Development   Access to a variety of learning opportunities, including Level 2-5 Apprenticeships, Workshops and our Digital Learning Library AND MORE!  Our culture respects equality, values diversity and encourages individuality – because this allows our people to unlock their potential and be their best. We welcome everyone who shares our EPIC values regardless of background, culture, disability, ethnicity,  gender identity or sexual orientation Holland & Barrett does not accept unsolicited resumes from search firms/recruiters. Please do not forward resumes to our job alias, employees, or any other company location. Holland & Barrett is not and will not be responsible for any fees if a candidate  submitted by a search firm/recruiter unless otherwise agreed with respect to specific open position(s). Our Recruitment Process Our selection process is designed to be thorough, transparent, and aligned with the role. It includes:  A short Coderbyte assessment to evaluate core technical and analytical skillsRole-specific questions to understand your approach to relevant challengesAn interview with the Hiring Manager to explore your experience and motivationsA case study to demonstrate problem-solving and strategic thinkingA follow-up review to delve deeper into your insights and approachShort conversations with team members to assess team fit and working styl  ",26,SQL,33
682474,Breedon Group plc,55995426,IT Security Analyst,Derby,,,29/10/2025,2026-01-01,https://www.reed.co.uk/jobs/it-security-analyst/55995426,Full time,Permanent," Please note this role does require the postholder to be based from our office in Derbyshire circa 3 days per week.Reporting to the IT Security Manager the postholder will monitor, analyse, and respond to security threats, ensuring the integrity and protection of the organisation's systems, data and operations. Key Responsibilities Monitor security events, analyse alerts, and determine response urgency.Mentor colleague within the security IT team and support their technical development.Contain, investigate, and mitigate security incidents.Oversee the security review process from start to finish.Detect and respond to phishing and social engineering attacks.Review quarantined corporate emails and analyse anomalies.Test, evaluate, and implement appropriate security solutions based on need.Support policy development, compliance enforcement, and security training.Define security requirements and deploy protective controls.Manage penetration testing and vulnerability assessments.Automate security processes and optimise protective measures.Manage security-related tickets and user communications.Assist with internal and external security audits to ensure compliance. Provide technical security guidance to colleagues and IT teams.Track emerging threats and recommend security improvements. Strengths you’ll bring: Analytical and problem-solving skills to identify and assess risks, threats, patterns, and trends.Demonstrable understanding of Windows, Microsoft 365 and Linux technologies.Attention to detail and an ability to work under pressure, particularly when dealing with active threats.The ability to multi-task and prioritise yours and colleagues workload within the IT security team.Strong written and verbal communication skills.Naturally be a dependable, reliable and professional character.Willingness to learn new skills and progress your career. Technical Stack Experience  Defender for EndpointDefender for OfficeDefender for IdentityDefender for IoTIntuneExchange (mainly cloud)MimecastKnowBe4Active Directory/Entra Active DirectoryGroup Policy Highly desired:  Keen interest in cyber security and understanding of key concepts and protocols.Understanding and exposure of the Cyber Essentials, ISO27001, and NIST frameworks.Previous experience within a SOC environment.Experience with Microsoft Defender XDR.In-depth hands on experience with Microsoft Sentinel SIEM.Certifications such as CompTIA Security+, ITIL and SSCP or equivalent. Job Benefits 25 days holiday plus bank holidays Contributory Pension Scheme Free on-site Parking Holiday Buy Scheme Volunteer Scheme Share Save Scheme Life Assurance Enhanced Maternity, Adoption & Paternity Scheme Health & Wellbeing Initiatives Discount Scheme ",34,,34
677274,Lane Clark and Peacock LLP,56081919,Pension Communications Analyst,London,,,17/11/2025,2025-12-15,https://www.reed.co.uk/jobs/pension-communications-analyst/56081919,Full time,Permanent," Location - London with hybrid working as per departmental requirements (currently a MINIMUM of 40% (2 days per week) We’re looking for someone with a love of words and an eye for design. Like us, you’ll enjoy finding creative ways to engage people with complex topics, capture attention and deliver key messages through a range of media. Working as part of a team, you’ll  bring enthusiasm to the creative process, a willingness to learn about the £3 trillion UK pensions industry, and we’ll provide the training and experience you need to bring your skills to the next level.  Our clients are the people who provide pension schemes to millions of UK workers, but our communications are read by ordinary people (like you, and us!) who have joined a company pension scheme and need to understand it well enough to make sure they are  able to afford to retire one day. We work with some of the biggest companies in the world (from large British banks to charities, international hotel groups to fast-food retailers and everything else you can imagine) and although it’s all about pensions, our  work is surprisingly varied. We make sure their audience understands the benefits they have, that the messages are delivered to the right people, and that we use the right channels – print, web, video, posters, podcasts and anything else we think might work.  If you can already see that you’d design a communications programme for a high street fast food retailer using different media and messaging to one for a large motor manufacturer, you’ll start to understand the challenges we think about. Who we’re looking for We’d love to hear from you if you:  Think clearly and logically - you can break down complex problems and communicate with clarityBring creative flair and a strong visual eye - you generate fresh ideas, understand how design supports clear communication and can work with designers to produce impactful materialsHave excellent organisational skills - you can keep multiple projects on track and adapt quickly when priorities change, even under pressureAre self-motivated and willing to go the extra mile - including working extra hours to finish a project when requiredAre confident presenting ideas, and open to developing your presentation skillsCan work independently as well as collaboratively in a teamCan build strong relationships with colleagues and clients at all levels, using confidence and clear communication to negotiate and resolve issues Technical skills and experience  EssentialExperience producing engaging communications (e.g. internal/external comms, marketing or another creative field), with a strong eye for design, experience of writing for different audiences and a genuine interest in applying those skills to help people  understand pensions.Graduate-level educationProficient in Microsoft Teams, Outlook, Word, PowerPoint and ExcelDesirableExperience working with designers and suppliersAwareness of UK pensions market (including DB and DC pensions)Experience working in consultancy, client management or new business developmentCommercial awareness and understanding of how communications support business growthFamiliarity with creative or digital tools used for professional design or digital production (for example, Adobe Creative Cloud)Knowledge of design standards for websites and digital applications, or experience creating digital content About the role The role will include:   Drafting communications material and ensuring all materials meet LCP quality standards. These materials might include newsletters, member guides and booklets, educational material including short videos, tutorials and seminars, email nudges and postcards  as well as annual member benefit statementsManaging workload and campaigns, including the development of project plans and liaison with client and internal stakeholders and external suppliersBriefing the LCP Brand & Design team to develop high-quality designs for less complex projects, from concepts to completion of finished artworkChecking your own work for errors, inconsistencies and improvements before sharing with more experienced team members for reviewFollowing LCP procedures and best practice, particularly when producing external materials or handling client dataContributing to the development of client communication strategies and campaignsManaging the production of communications, for example by liaising with web-developers or instructing printersSupporting client relationship management, preparing materials, and attending client meetings where appropriateDevelopment of templates and best practice materialAnalysis of data from member surveys, client feedback, website monitoring and focus groups to understand the changing nature of audiences and best use of traditional and new technologiesSupporting the development of new products and services for both digital and print mediaSupporting the new business process What’s in it for you? Currently our core benefits package includes: For you:   Hybrid working (see top of the advert for details)Access to our internal Wellbeing, LGBTQ+, Multicultural and Women’s networks For your family:   Life assuranceIncome protectionEnhanced maternity/paternity/adoption and shared parental leave For your health:   26 days annual leave (pro-rata for part-time working) plus bank holidays (most of which can be taken flexibly!) with options to buy & sell holidayPrivate medical insuranceDiscounted gym memberships, critical illness and dental insurance through our flexible benefitsEye care vouchersCycle to work schemeDigital GP services For your wealth:   Competitive pension schemeDiscretionary bonus schemeHigh street discountsSeason ticket loans For others:   Volunteering opportunities For the environment:  Electric vehicle salary sacrifice scheme (qualifying period applies) And much more! LCP is committed to making our opportunities accessible to all and would welcome you getting in touch to let us know if an adjustment can be made to help with your application. ",15,,17
646764,Chambers and Partners,56094978,Research Analyst - Portuguese Speaker,London,,,19/11/2025,2025-12-31,https://www.reed.co.uk/jobs/research-analyst-portuguese-speaker/56094978,Full time,Permanent,"Overview We are seeking a Portuguese speaker to join our Brazil team at Chambers and Partners. Research Analysts are the core of the Chambers research process. Through effective interview techniques they gather feedback on the legal market from clients and lawyers. The role involves the close analysis of interviews and submissions to develop an accurate  ranking table as a result of this research. Researchers also write informative editorials providing an overview of the strengths of a particular law firm. Research Analysts are responsible for researching the practice areas and jurisdictions that are assigned  to them. This includes gathering factual information – via law firm submissions, deal reports or business press – and ensuring that useful clients and lawyers are identified and interviewed. They take ownership of each section assigned to them and discuss  their findings with their Research Manager when research is complete. Main Duties and Responsibilities Research• Background research to understand their assigned practice areas and jurisdictions• With the support of the Research Manager, determining which lawyers to contact for interview• Conducting probing interviews with lawyers, asking open-ended questions• Interviewing in-house counsel and other third-party experts by telephone or via an online questionnaire• Accurately logging communications and continually assessing progression of their research• Pursuing research leads gained via materials provided by the Chambers team, or through their own research• Building an understanding of, and relationships with, the key market participantsAnalysis • Analysing the data collected during the research phase to create accurate and impartial ranking tables that reflect the market• Developing an understanding of your assigned jurisdictions/practice areas through interviews and desk research• Seeking out and acting upon new developments and opportunities for expansion in the areas they are responsible for• Assessing both law firms and individual lawyers - their key strengths and weaknesses - to provide an accurate hierarchical rankingEditorial • Producing an informative, business-focused editorial for the Chambers website and print versions of our guides• Fully responsible for the comprehensive nature of this editorial e.g. ensure accuracy, respect the confidentiality of material we handle etc• Identify what makes each firm different, and why it might appeal to a particular type of client• Understand the personalities and key strengths of leading lawyers within the profession• Working to the editorial deadlines i.e. meeting deadlines for research, ranking and editorial writing• Taking ownership of the process i.e. proactively reporting any challenges faced when producing accurate and informative editorial etc• Writing internal reports at the end of a research phase that are called upon to direct research in the future Skills and Experience  Excellent communication skills (verbal & written)Organised and methodicalDemonstrates the ability to meet set deadlines Person Specification  Attention to detailFluency in PortugueseIntellectually curious Equal Opportunity Statement We are committed to fostering and promoting an inclusive professional environment for all of our employees, and we are proud to be an equal opportunity employer. Diversity and inclusion are integral values of Chambers and Partners and are key in our culture.  We are committed to providing equal employment opportunities for all qualified individuals regardless of age, disability, race, sex, sexual orientation, gender reassignment, religion or belief, marital status, or pregnancy and maternity. This commitment applies  across all of our employment policies and practices, from recruiting and hiring to training and career development. We support our employees through our internal INSPIRE committee with Executive Sponsors, Chairs and Ambassadors throughout the business promoting  knowledge and effecting change. As a Disability Confident employer, we will ensure that a fair number of disabled applicants that meet the minimum criteria for this position will be offered an interview. ",6,,33
690950,Altro,55968674,Supply Chain Digitalisation Analyst,Letchworth Garden City,,,23/10/2025,2025-12-04,https://www.reed.co.uk/jobs/supply-chain-digitalisation-analyst/55968674,Full time,Permanent," At Altro, we’ve been proudly manufacturing premium flooring and wall cladding systems in the UK since 1919. As a family-owned business, we care deeply about our people, our customers, and creating spaces that enhance wellbeing. If you’re  passionate about process improvement and digital transformation, we’d love to hear from you. We’re looking for a Supply Chain Digitalisation Analyst to join our Procurement and Supply team. This role is all about driving efficiency, improving data quality, and supporting the rollout of digital tools across our end-to-end supply  chain. You’ll be a key contact for system users, helping with training, troubleshooting, and sharing best practices across our global sites. This is a full time (37.5 hours per week) permanent position. The role is hybrid working, and you will be required to work at our Letchworth Garden City head office 3 days a week. About the Role What you’ll be doing:  Improving data quality and standardisation in our ERP system (JDE)Supporting the implementation of new digital tools and processesDelivering training and first-line support to usersReporting on KPIs and identifying opportunities for improvementEnsuring compliance with external reporting requirements (e.g. Scope 3 CO2e)Acting as a change champion for digitalisation across the business  Benefits Enhanced family friendly benefits Including Maternity, Paternity and Shared Parental Leave. Holidays We all need a break, and our holiday entitlement starts at 25 days plus bank holidays. Don’t worry if you need a little extra... you can buy some more! Employee Benefits Hub Many of us are feeling the pinch at the moment from the rising cost of living. As a result, we have looked into ways in which we can further support employees during these challenging times and we have launched our Benefit Hub to all UK employees which entitles  us to exclusive discounts with our retail partners. Learning and Development We have a comprehensive programme of in-house training and coaching as well as access to external courses to ensure that you can continue to grow and develop throughout your career with the Altro group. Pension A defined contribution pension scheme available for all staff. The minimum contribution level is 4%, which will be matched by the company, however if you wish to contribute a higher level, this will be matched by the company up to 6%, in line with your length  of service and the benefit being provided Life Assurance Hopefully never needed, but from day one you will be covered by our life assurance scheme which will pay up to four times your annual salary Occupational Health We offer occupational Sick Pay and even have an onsite Occupational Health Service available to help get you back on track. Employee Assistance Programme A 24-hour helpline to support you through any of life’s issues or problems. EAP service is entirely confidential, reliable and as a professional EAP provider, Heath Assured have teams of qualified experts to answer your calls any day, any time. They can  support you on the telephone, online or in person; whichever is most suitable and appropriate. Some services are also available for anyone in your household. Volunteering In support of our Foundation vision, our wish is for every employee, globally, to give one day per year (the day is paid for by the company), to volunteer for a healthcare related charity/organisation. Just one day, can make a big difference! Social Events There are a variety of social events across the group, including the company Christmas party. Retirement Planning It might be a long way off, but we know it’s not always easy to stop working so we provide advice and support to ease the transition to retirement. Eye Care Free eye tests are available for all employees. Long Service We offer long service awards to all our employees. Parking Don’t worry about getting parked...we have free car parking at all our sites. Additional benefits (depending on your role) Hybrid Working Providing flexibility around both home and office working. Car Allowance Certain positions with us entitle you to car allowance. Private Medical Scheme The type of cover available to you will be dependent on your job. Requirements What we’re looking for:  A degree in a business-related subjectStrong ERP systems experience (JDE knowledge is a bonus!)Great communication and project management skillsA proactive, problem-solving mindsetExperience with Source-to-Pay platforms is a plusBilingual in German? Even better! If you’re someone who enjoys working collaboratively, making processes better, and supporting others through change, this could be a great fit for you. ",35,,6
677966,Isio,56055718,Senior Pensions Business Analyst,Edinburgh,,,11/11/2025,2025-12-23,https://www.reed.co.uk/jobs/senior-pensions-business-analyst/56055718,Full time,Permanent," Senior Pensions Business Analyst We are expanding our Pensions Administration Projects team and are looking for an experienced Business Analysts who can lead and run projects in a flexible and adaptive way to deliver the best results for the business. We are delivering across the administration business on small, medium, and large-scale projects. The roadmap consists of a range of different projects from customer-facing systems, core internal systems to strategic decision analysis. The ambition is to  transform the business and adapt the latest technology to effectively deliver the best outcomes for our clients and members. To achieve this, our team focuses on close collaboration with stakeholders from the business, technology, and external suppliers to understand – and challenge – the core business requirements to ensure the best outcome for any project. The role will likely  be visible to, and involve working with, all levels of the business – from Partners to frontline operational teams. The roles are varied and extend beyond the fundamentals of the core BA – into guidance and helping the business in ownership of delivery. As a result, the team may often work with the business and product owners to challenge, highlight, and determine key  decisions – and so are key to the success and final outcomes of a project. We are looking for an individual with excellent communication skills and a willingness to challenge the status quo. You should have a strong technical understanding, a commercial outlook, and an entrepreneurial mindset. This role can be based in any of our city centre offices with a hybrid workstyle. What does the role entail? Lead on a range of Pensions Administration Change Projects.  Oversee and support transformation, installation and solutions implementation, where required.Produce and present to varying stakeholders on a range of pensions administration and technology services and outcomes.Enable and adopt effective risk management and governance frameworks.Offer technical advice and support to colleagues and external stakeholders.Use data and MI to strengthen decision making outcomes.Develop knowledge of Isio services, brand and opportunities to present and advocate.Ensuring processes are embedded into BAU Administration and completing post project analysis to confirm acceptance and provide lessons learned. What we’re looking for Essential  People who are driven by Isio’s purpose and values and a culture of continuous improvement, change and growth.Knowledge and experience of working with UK Defined Benefit Pensions.Knowledge of non-BAU opportunities within the pensions industry.Previous experience in a Business Analyst role.Track record of solutions implementation and transformation.Pragmatic, with a keen eye for detail.Collaborative, transparent and inclusive values.Dynamic and organised, to enable effective decision making and prioritisation.Positive role model to colleagues and stakeholders. Desirable  Experience delivering projects of various size and types as a business analyst.Comfortable with managing stakeholders of all kinds to influence and determine acceptable solutions.Experience creating detailed reports and giving presentations.Experience in both Waterfall and Agile methodologies.Presentation skills that demonstrate the ability to communicate across various mediums to both technical and non-technical audiences at all levels.Experience of working in a Pensions Administration environment. What you can expect in return  A competitive salary and market leading bonus scheme with stretch targets for high performanceStudy support to help you achieve professional qualifications, with salary increases for exam passesDevelopment and training opportunities to support your career ambitions throughout your time with usA friendly, and supportive team who will help you to deliver your best work You can find out more about us and the benefits we offer on our careers site. What’s next? Click on the ‘apply’ and follow the simple application process on-line. At Isio, we are committed to fostering an inclusive, equitable and diverse workplace, in which our colleagues feel they belong, regardless of background or difference. We uphold the values of respect, fairness, and inclusion in our actions and decisions.  We believe that by adhering to these principles, we will create a stronger, more innovative, and supportive environment for all, as well as ensuring that the advice and support we provide to our clients is more creative, more insightful and leaves a lasting  impact. We have offices across the UK and many of our roles offer a hybrid, flexible approach to work to help create a work-life balance that works for you. Isio Group is an equal opportunities employer and we welcome applications from all suitably qualified candidates.  If you think you may require a reasonable adjustment to be made for any reason at any stage of your recruitment process, please ask us. ",13,,25
